,LoanNumber,DateApproved,BorrowerName,BorrowerAddress,BorrowerZip,LoanStatusDate,LoanStatus,Term,InitialApprovalAmount,BusinessAgeDescription,CD,JobsReported,Race,Ethnicity,BusinessType,Gender,Veteran,ForgivenessDate,category_title,rating,review_count,lat,lon,Yelp_Category
214,8751547000,4/8/2020,RICHARDS CARRINGTON,1444 BLAKE ST,80202,5/18/2021,Paid in Full,24,176200.0,Existing or more than 2 years old,CO-01,14.0,White,,Limited  Liability Company(LLC),,,4/28/2021,"DUI Law, Criminal Defense Law, ",5.0,1,39.74366,-104.98537,Professional Services
215,5787438508,3/1/2021,BIODENTIST,455 S Hudson St Ste 200,80246,,Exemption 4,60,173885.42,Existing or more than 2 years old,CO-01,11.0,,Not Hispanic or Latino,Corporation,Male Owned,Non-Veteran,3/17/2022,"General Dentistry, Naturopathic/Holistic, ",4.5,8,39.708512,-104.923806,Health
216,7912887103,4/14/2020,BIODENTIST,"455 S Hudson St, Ste 200",80246,7/20/2021,Paid in Full,24,400000.0,Existing or more than 2 years old,CO-01,15.0,,Not Hispanic or Latino,Corporation,Male Owned,Non-Veteran,7/2/2021,"General Dentistry, Naturopathic/Holistic, ",4.5,8,39.708512,-104.923806,Health
217,3521238500,2/24/2021,PETE'S UNIVERSITY PARK CAFE,2345 E Evans Ave,80210,2/4/2022,Paid in Full,60,171811.0,Existing or more than 2 years old,CO-01,18.0,White,Not Hispanic or Latino,Corporation,Female Owned,Non-Veteran,1/6/2022,"Breakfast & Brunch, ",3.5,131,39.6786,-104.95956,Restaurants
218,8487347010,4/8/2020,PETE'S UNIVERSITY PARK CAFE,2345 E EVANS AVE,80210,6/12/2021,Paid in Full,24,122700.0,Existing or more than 2 years old,CO-01,18.0,White,Not Hispanic or Latino,Corporation,Female Owned,Non-Veteran,5/27/2021,"Breakfast & Brunch, ",3.5,131,39.6786,-104.95956,Restaurants
219,7476428409,2/12/2021,THE LOCAL,2217 E Mississippi Ave,80210,2/11/2022,Paid in Full,60,171044.0,Existing or more than 2 years old,CO-01,15.0,,,Limited  Liability Company(LLC),,,12/6/2021,"Coffee & Tea, Burgers, Salad, ",4.0,4,39.69811727,-104.8841409,Restaurants
220,7125657203,4/28/2020,LAMPERT & WALSH,"3650 S. Yosemite St., #404",80237,6/12/2021,Paid in Full,24,171000.0,Existing or more than 2 years old,CO-01,9.0,White,,Limited  Liability Company(LLC),Male Owned,,5/13/2021,"Personal Injury Law, ",5.0,3,39.6214107,-104.9045703,Professional Services
221,4384038300,1/23/2021,LOCANDA DEL BORGO,5573 E 3rd Ave,80231,2/16/2022,Paid in Full,60,170912.0,Existing or more than 2 years old,CO-01,25.0,,,Limited  Liability Company(LLC),,,12/1/2021,"Italian, ",3.5,167,39.721345,-104.9227049,Restaurants
222,1062027207,4/15/2020,LOCANDA DEL BORGO,5575 E 3RD AVE,80220,5/12/2021,Paid in Full,24,122000.0,Existing or more than 2 years old,CO-01,22.0,,,Limited  Liability Company(LLC),,,4/28/2021,"Italian, ",3.5,167,39.721345,-104.9227049,Restaurants
223,7264628310,1/28/2021,THE PRESERVERY,1630 N Clarkson St Apt 516,80218,12/9/2021,Paid in Full,60,170861.43,Existing or more than 2 years old,CO-01,7.0,,Not Hispanic or Latino,Limited  Liability Company(LLC),Female Owned,Non-Veteran,11/26/2021,"Bars, American (New), Breakfast & Brunch, ",4.0,272,39.76393,-104.98134,Restaurants
224,1622827308,4/28/2020,THE PRESERVERY,1630 Clarkson st #516,80218,5/12/2021,Paid in Full,24,122000.0,Existing or more than 2 years old,CO-01,5.0,,Not Hispanic or Latino,Limited  Liability Company(LLC),Female Owned,Non-Veteran,4/21/2021,"Bars, American (New), Breakfast & Brunch, ",4.0,272,39.76393,-104.98134,Restaurants
225,9884867207,4/28/2020,GEBHARDT EMERSON MOODIE BONANNO,"650 S Cherry St., Suite 1225",80246,7/9/2021,Paid in Full,24,170600.0,Existing or more than 2 years old,CO-01,11.0,,,Limited  Liability Company(LLC),,,6/22/2021,"Divorce & Family Law, Legal Services, ",3.0,6,39.705224,-104.93288,Professional Services
226,2417678302,1/20/2021,PRO GRAPHIC INSTALL,7245 Gilpin Way Ste 220,80229,12/21/2021,Paid in Full,60,170547.0,Existing or more than 2 years old,CO-07,12.0,,,Limited  Liability Company(LLC),,,11/3/2021,"Graphic Design, ",5.0,1,39.82789,-104.9677,Professional Services
227,5863647203,4/27/2020,PRO GRAPHIC INSTALL,7245 Gilpin Way Suite 220,80229,7/21/2021,Paid in Full,24,170547.0,Existing or more than 2 years old,CO-07,10.0,,,Limited  Liability Company(LLC),,,6/16/2021,"Graphic Design, ",5.0,1,39.82789,-104.9677,Professional Services
228,1687057706,5/1/2020,GOLDMAN LAW,1873 S BELLAIRE ST,80222,6/22/2021,Paid in Full,24,169883.0,Existing or more than 2 years old,CO-01,7.0,American Indian or Alaska Native,Not Hispanic or Latino,Limited  Liability Company(LLC),Male Owned,Non-Veteran,5/21/2021,"Divorce & Family Law, Tax Law, Wills, Trusts, & Probates, ",2.5,15,39.6829383,-104.9377215,Professional Services
229,3832377704,5/1/2020,THE HUGHES LAW FIRM,4155 E. JEWELL AVENUE #500,80222,12/16/2021,Paid in Full,24,166091.0,Existing or more than 2 years old,CO-01,12.0,,,Corporation,,,11/12/2021,"Medical Law, Wills, Trusts, & Probates, ",3.5,3,39.6834614,-104.9384115,Professional Services
230,8490777000,4/8/2020,PRIMARY DENTAL,5801 W 44th Ave Unit C,80212,5/14/2021,Paid in Full,24,165400.0,,CO-07,17.0,,,Limited  Liability Company(LLC),,,4/20/2021,"General Dentistry, Cosmetic Dentists, Orthodontists, ",4.0,4,39.77702713,-105.0591049,Health
231,2762248401,2/4/2021,PRIMARY DENTAL,5801 W 44th Ave Ste D160,80212,10/14/2021,Paid in Full,60,146400.0,Existing or more than 2 years old,CO-07,17.0,,,Limited  Liability Company(LLC),,,9/20/2021,"General Dentistry, Cosmetic Dentists, Orthodontists, ",4.0,4,39.77702713,-105.0591049,Health
232,1064798302,1/16/2021,BLACK SHIRT BREWING,3719 Walnut St,80205,7/20/2021,Paid in Full,60,164500.0,Existing or more than 2 years old,CO-01,15.0,White,Not Hispanic or Latino,Corporation,Male Owned,Non-Veteran,6/15/2021,"Breweries, Pizza, Music Venues, ",4.5,375,39.76976729,-104.9729352,Restaurants
233,4556597000,4/3/2020,BLACK SHIRT BREWING,3719 WALNUT ST,80205,2/24/2021,Paid in Full,24,117500.0,Existing or more than 2 years old,CO-01,24.0,White,Not Hispanic or Latino,Corporation,Male Owned,Non-Veteran,1/25/2021,"Breweries, Pizza, Music Venues, ",4.5,375,39.76976729,-104.9729352,Restaurants
234,5534907001,4/5/2020,JEMSU,720 S Colorado Blvd 105A,80246,4/9/2021,Paid in Full,24,164000.0,Existing or more than 2 years old,CO-01,12.0,,,Limited  Liability Company(LLC),,,3/31/2021,"Web Design, Marketing, Advertising, ",4.0,8,39.70422201,-104.9401701,Professional Services
235,1178398505,2/18/2021,CREMAFEE HOUSE,2862 Larimer St,80205,,Exemption 4,60,163712.0,Existing or more than 2 years old,CO-01,21.0,,,Limited  Liability Company(LLC),,,2/28/2022,"Coffee & Tea, Breakfast & Brunch, Cafes, ",4.5,626,39.76117,-104.98174,Restaurants
236,8862047006,4/9/2020,AMARYLLIS THERAPY NETWORK,4704 HARLAN ST SUITE 200,80212,7/9/2021,Paid in Full,24,159200.0,Existing or more than 2 years old,CO-07,18.0,White,Not Hispanic or Latino,Subchapter S Corporation,Female Owned,Veteran,6/30/2021,"Physical Therapy, Occupational Therapy, Speech Therapists, ",4.5,9,39.7823904,-105.061575,Health
237,9804238410,2/17/2021,AMARYLLIS THERAPY NETWORK,4704 Harlan St Ste 200,80212,1/6/2022,Paid in Full,60,159200.0,Existing or more than 2 years old,CO-07,18.0,White,Not Hispanic or Latino,Subchapter S Corporation,Female Owned,Veteran,12/29/2021,"Physical Therapy, Occupational Therapy, Speech Therapists, ",4.5,9,39.7823904,-105.061575,Health
238,6957657103,4/14/2020,FLOWSTATE MARKETING,1220 34th Street,80205,12/17/2020,Paid in Full,24,158300.0,Existing or more than 2 years old,CO-01,12.0,,,Sole Proprietorship,Male Owned,Non-Veteran,11/30/2020,"Web Design, Marketing, Graphic Design, ",5.0,1,39.772278,-104.9838832,Professional Services
239,3231918505,2/23/2021,FLOWSTATE MARKETING,351 W 45th Ave,80216,11/19/2021,Paid in Full,60,133397.0,Existing or more than 2 years old,CO-01,12.0,,,Sole Proprietorship,,,10/25/2021,"Web Design, Marketing, Graphic Design, ",5.0,1,39.772278,-104.9838832,Professional Services
240,2045937201,4/15/2020,FUSIONBOX,2031 CURTIS ST,80205,1/20/2021,Paid in Full,24,158067.0,Existing or more than 2 years old,CO-01,9.0,,,Corporation,,,12/16/2020,"Web Design, Marketing, Software Development, ",4.0,7,39.75160217,-104.9895706,Professional Services
241,9459548407,2/17/2021,KING & GREISEN LLP,1670 York St,80206,,Exemption 4,60,157445.0,Existing or more than 2 years old,CO-01,8.0,,,Partnership,,,3/31/2022,"Lawyers, ",5.0,1,39.74290085,-104.9594803,Professional Services
242,6413287101,4/14/2020,KING & GREISEN LLP,1670 York Street,80220,5/7/2021,Paid in Full,24,128276.0,Existing or more than 2 years old,CO-01,8.0,,,Partnership,,,4/12/2021,"Lawyers, ",5.0,1,39.74290085,-104.9594803,Professional Services
243,8810738300,1/30/2021,MARATHON DOCUMENT SOLUTIONS,700 E 17th Ave Ste 800,80203,11/17/2021,Paid in Full,60,156830.0,Existing or more than 2 years old,CO-01,9.0,,,Corporation,Male Owned,Non-Veteran,10/20/2021,"Legal Services, ",5.0,5,39.7461398,-104.9914829,Professional Services
244,2091527208,4/15/2020,MARATHON DOCUMENT SOLUTIONS,700 17th St Ste. 800,80202,3/11/2021,Paid in Full,24,132300.0,Existing or more than 2 years old,CO-01,10.0,,,Corporation,,,12/2/2020,"Legal Services, ",5.0,5,39.7461398,-104.9914829,Professional Services
245,1046137706,5/1/2020,PRESTIGE ESTATE SERVICES,225 UNION BLVD STE 150,80228,5/20/2021,Paid in Full,24,155225.0,Existing or more than 2 years old,CO-07,36.0,White,Not Hispanic or Latino,Subchapter S Corporation,Female Owned,Non-Veteran,4/26/2021,"Real Estate Services, Appraisal Services, Junk Removal & Hauling, ",2.5,37,39.7191,-105.13309,Real Estate
246,6288367101,4/14/2020,AIM HIGH CHIROPRACTIC,50 FEDERAL BLVD S,80219,8/17/2021,Paid in Full,24,154601.0,Existing or more than 2 years old,CO-01,25.0,,,Subchapter S Corporation,,,7/9/2021,"Chiropractors, Acupuncture, Massage Therapy, ",5.0,1,39.6088042,-104.8983252,Health
247,4910538407,2/7/2021,AIM HIGH CHIROPRACTIC,50 S Federal Blvd,80219,1/15/2022,Paid in Full,60,153917.0,Existing or more than 2 years old,CO-01,38.0,Asian,Not Hispanic or Latino,Subchapter S Corporation,Male Owned,Non-Veteran,12/29/2021,"Chiropractors, Acupuncture, Massage Therapy, ",5.0,1,39.6088042,-104.8983252,Health
248,8206207705,5/1/2020,BAROTZ DENTAL,303 16TH ST,80202,11/20/2021,Paid in Full,24,154357.0,Existing or more than 2 years old,CO-01,10.0,,,Limited  Liability Company(LLC),,,10/19/2021,"Cosmetic Dentists, General Dentistry, ",2.5,26,39.7430117,-104.9889595,Health
249,5960167105,4/14/2020,WILDERNESS EXCHANGE UNLIMITED,2401 15th St St #100,80202,2/16/2021,Paid in Full,24,153946.0,Existing or more than 2 years old,CO-01,22.0,White,Not Hispanic or Latino,Corporation,Male Owned,Non-Veteran,1/25/2021,"Sports Wear, Outdoor Gear, ",4.0,110,39.75665901,-105.0092868,Fashion
250,1039428403,1/31/2021,WILDERNESS EXCHANGE UNLIMITED,2401 15th St Ste 100,80202,8/6/2021,Paid in Full,60,140594.0,Existing or more than 2 years old,CO-01,18.0,White,Not Hispanic or Latino,Corporation,Male Owned,Non-Veteran,7/19/2021,"Sports Wear, Outdoor Gear, ",4.0,110,39.75665901,-105.0092868,Fashion
251,7742688410,2/12/2021,GO FISH SUSHI,1840 S Federal Blvd,80219,,Exemption 4,60,153800.0,Existing or more than 2 years old,CO-01,17.0,Asian,Not Hispanic or Latino,Corporation,Male Owned,Non-Veteran,,"Japanese, Sushi Bars, Seafood, ",4.0,433,39.944262,-105.012437,Restaurants
252,6363907403,5/14/2020,FIRST NATIONAL FINANCING,"8354, Northfield Boulevard ,",80238,4/21/2021,Paid in Full,24,185000.0,,CO-01,8.0,,,Subchapter S Corporation,,,3/18/2021,"Mortgage Brokers, ",5.0,1,39.782745,-104.891394,Real Estate
253,6308998401,2/10/2021,NOVO LEGAL GROUP,4280 Morrison Rd,80219,8/10/2021,Paid in Full,60,152900.0,Existing or more than 2 years old,CO-01,16.0,White,Not Hispanic or Latino,Limited  Liability Company(LLC),Male Owned,Non-Veteran,7/23/2021,"Immigration Law, Criminal Defense Law, ",1.0,1,39.70386,-105.0425999,Professional Services
254,8126217000,4/8/2020,NOVO LEGAL GROUP,4280 MORRISON RD,80219,7/9/2021,Paid in Full,24,152900.0,New Business or 2 years or less,CO-01,16.0,White,Not Hispanic or Latino,Limited  Liability Company(LLC),Male Owned,Non-Veteran,6/4/2021,"Immigration Law, Criminal Defense Law, ",1.0,1,39.70386,-105.0425999,Professional Services
255,3186048406,2/4/2021,LODO DENTAL,1435 Wazee St Ste 102,80202,12/8/2021,Paid in Full,60,151909.0,Existing or more than 2 years old,CO-01,10.0,Native Hawaiian or Other Pacific Islander,Not Hispanic or Latino,Sole Proprietorship,Female Owned,Non-Veteran,11/1/2021,"General Dentistry, Cosmetic Dentists, ",4.0,43,39.75013452,-105.0021822,Health
256,4223577301,4/29/2020,LODO DENTAL,1435 Wazee St #102,80202,6/12/2021,Paid in Full,24,151900.0,Existing or more than 2 years old,CO-01,11.0,Native Hawaiian or Other Pacific Islander,Not Hispanic or Latino,Sole Proprietorship,,,5/10/2021,"General Dentistry, Cosmetic Dentists, ",4.0,43,39.75013452,-105.0021822,Health
257,2623117303,4/29/2020,ADVANCED ORTHODONTIC CARE,4500 CHERRY CREEK DR S,80246,7/21/2021,Paid in Full,24,151632.0,Existing or more than 2 years old,CO-01,11.0,,,Non-Profit Organization,,,6/4/2021,"Orthodontists, ",5.0,25,39.70437202,-104.9356985,Health
258,2756558502,2/22/2021,ADVANCED ORTHODONTIC CARE,4500 E Cherry Creek South Dr,80246,,Exemption 4,60,151632.0,Existing or more than 2 years old,CO-01,13.0,,,Non-Profit Organization,,,,"Orthodontists, ",5.0,25,39.70437202,-104.9356985,Health
259,6418117106,4/14/2020,ENT OF DENVER,4500 9TH AVE E,80220,1/22/2021,Paid in Full,24,150885.0,Existing or more than 2 years old,CO-01,9.0,,,Subchapter S Corporation,,,11/27/2020,"Ear Nose & Throat, Medical Centers, ",3.5,5,39.73078156,-104.9345551,Health
260,4560067106,4/13/2020,I CARE VISION CENTERS,5560 W  44TH AVE,80212,2/11/2021,Paid in Full,24,150109.0,Existing or more than 2 years old,CO-07,13.0,,,Corporation,,,1/19/2021,"Optometrists, Eyewear & Opticians, ",4.0,39,39.7761759,-105.0575223,Health
261,5742948308,1/25/2021,I CARE VISION CENTERS,5560 W 44th Ave,80212,12/16/2021,Paid in Full,60,148642.0,Existing or more than 2 years old,CO-07,14.0,,,Corporation,,,11/22/2021,"Optometrists, Eyewear & Opticians, ",4.0,39,39.7761759,-105.0575223,Health
262,8455777005,4/8/2020,ROCKY MOUNTAIN SURGICAL ASSOCIATES,"4545 E 9th Ave, Suite 460",80220,2/6/2021,Paid in Full,24,152365.0,Existing or more than 2 years old,CO-01,7.0,,,Corporation,,,1/20/2021,"Surgeons, ",3.5,4,39.73128,-104.93467,Health
263,4527678705,4/1/2021,PHO 555,1098 S Federal Blvd,80219,8/18/2021,Paid in Full,60,148885.0,Existing or more than 2 years old,CO-01,15.0,,Not Hispanic or Latino,Corporation,Male Owned,Non-Veteran,7/21/2021,"Vietnamese, ",4.0,155,39.6972702,-105.0248682,Restaurants
264,7650758301,1/28/2021,ROSENBERG'S KOSHER,942 S Monaco Pkwy,80224,,Exemption 4,60,147119.0,Existing or more than 2 years old,CO-01,11.0,,,Limited  Liability Company(LLC),,,3/24/2022,"Bagels, Bakeries, Kosher, ",4.0,48,39.69908343,-104.9126151,Restaurants
265,9177237207,4/28/2020,ROSENBERG'S KOSHER,942 S MONACO PKWY,80224,3/19/2021,Paid in Full,24,104508.0,Existing or more than 2 years old,CO-01,16.0,,,Limited  Liability Company(LLC),,,2/19/2021,"Bagels, Bakeries, Kosher, ",4.0,48,39.69908343,-104.9126151,Restaurants
266,3973187808,5/27/2020,EL NOA NOA MEXICAN RESTAURANT,722 Santa Fe Dr,80204,6/12/2021,Paid in Full,24,145800.0,Existing or more than 2 years old,CO-01,7.0,,,Sole Proprietorship,,,5/27/2021,"Mexican, Breakfast & Brunch, ",3.5,284,39.72783,-104.99829,Restaurants
267,4366087108,4/13/2020,NEW HEALTH SERVICES,3513 Brighton Blvd Unit 540,80216,10/19/2021,Paid in Full,24,145000.0,Existing or more than 2 years old,CO-01,9.0,,,Limited  Liability Company(LLC),,,7/22/2021,"Surgeons, Diagnostic Imaging, Physical Therapy, ",1.0,4,39.657098,-104.986743,Health
268,6066417402,5/13/2020,DENVER WELLNESS ASSOCIATES,300 S Jackson St Suite 240,80209,6/22/2021,Paid in Full,24,140892.0,Existing or more than 2 years old,CO-01,12.0,,,Subchapter S Corporation,,,5/10/2021,"Psychiatrists, ",3.0,4,39.71099,-104.94219,Health
269,2754697106,4/11/2020,COLORADO FAMILY DENTISTRY,"255 Union Blvd, Suite 410",80228,3/20/2021,Paid in Full,24,140000.0,Existing or more than 2 years old,CO-07,12.0,,,Corporation,,,2/9/2021,"General Dentistry, Cosmetic Dentists, ",4.0,34,39.719888,-105.133308,Health
270,6498077008,4/7/2020,KNOTTY TIE,926 W 10TH AVE,80204,6/12/2021,Paid in Full,24,138800.0,Existing or more than 2 years old,CO-01,17.0,,,Corporation,,,5/24/2021,"Accessories, ",4.0,10,39.7318914,-104.9993569,Fashion
271,3373378700,3/31/2021,THINGS THAT GLOW,5275 W 48th Ave,80212,1/20/2022,Paid in Full,60,138609.0,Existing or more than 2 years old,CO-01,8.0,White,Hispanic or Latino,Limited  Liability Company(LLC),Male Owned,Non-Veteran,12/15/2021,"Accessories, Gift Shops, Ticket Sales, ",4.5,12,39.7842563,-105.0541862,Fashion
272,4761807404,5/11/2020,THINGS THAT GLOW,5275 West 48th Avenue,80212,9/28/2021,Paid in Full,24,138360.0,,CO-01,8.0,White,Hispanic or Latino,Limited  Liability Company(LLC),Male Owned,Non-Veteran,8/2/2021,"Accessories, Gift Shops, Ticket Sales, ",4.5,12,39.7842563,-105.0541862,Fashion
273,6856208410,2/11/2021,FLUIDFEE BAR,501 E 19th Ave,80203,2/17/2022,Paid in Full,60,138564.24,Existing or more than 2 years old,CO-01,13.0,,,Subchapter S Corporation,,,12/9/2021,"Coffee & Tea, Breakfast & Brunch, ",4.0,321,39.746332,-104.980945,Restaurants
274,8648087006,4/8/2020,AB HOME CARE,1602 S PARKER RD STE 311,80231,6/12/2021,Paid in Full,24,138400.0,Existing or more than 2 years old,CO-06,19.0,,,Corporation,,,5/13/2021,"Home Health Care, ",1.0,1,39.6871745,-104.8866715,Health
275,5247327208,4/27/2020,ZERO POINT MORTGAGE SERVICES,7900 E. UNION AVE.   STE 1100,80237,,Exemption 4,60,138300.0,Existing or more than 2 years old,CO-01,6.0,White,Hispanic or Latino,Limited  Liability Company(LLC),Male Owned,Non-Veteran,,"Mortgage Brokers, ",3.5,7,39.62766,-104.89609,Real Estate
276,4661477709,5/1/2020,DENVER RETINA CENTER,4500 CHERRY CREEK DR. S. SUITE 102,80246,6/10/2021,Paid in Full,24,138226.0,Existing or more than 2 years old,CO-01,13.0,,,Corporation,Female Owned,Non-Veteran,5/4/2021,"Laser Eye Surgery/Lasik, Retina Specialists, ",2.0,18,39.703714,-104.935779,Health
277,9126028308,1/30/2021,DENVER RETINA CENTER,4500 E Cherry Creek South Dr Ste 102,80246,11/16/2021,Paid in Full,60,134827.0,Existing or more than 2 years old,CO-01,8.0,,,Corporation,,,10/27/2021,"Laser Eye Surgery/Lasik, Retina Specialists, ",2.0,18,39.703714,-104.935779,Health
278,9189787107,4/15/2020,ROCKY MOUNTAIN PAIN SOLUTIONS,3513 Brighton Blvd #540,80216,,Exemption 4,24,137200.0,Existing or more than 2 years old,CO-01,11.0,,,Limited  Liability Company(LLC),,,7/22/2021,"Anesthesiologists, ",3.5,10,39.719926,-105.133808,Health
279,4144768504,2/25/2021,HIGHLAND SMILES,3480 W 32nd Ave,80211,1/13/2022,Paid in Full,60,137013.0,Existing or more than 2 years old,CO-01,12.0,,,Limited  Liability Company(LLC),,,12/2/2021,"General Dentistry, Cosmetic Dentists, ",4.5,126,39.7619,-105.03422,Health
280,5233127010,4/5/2020,SOPRAMUNITIES,1790 PLATTE ST,80202,2/18/2022,Paid in Full,24,135600.0,Existing or more than 2 years old,CO-01,11.0,White,Not Hispanic or Latino,Corporation,Female Owned,Non-Veteran,5/26/2021,"Property Management, ",3.0,12,39.75939,-105.00527,Real Estate
281,7267027306,4/30/2020,OSTEOPATHIC INTEGRATIVE MEDICINE,70 BROADWAY STE 200,80203,4/17/2021,Paid in Full,24,134900.0,New Business or 2 years or less,CO-01,14.0,,Not Hispanic or Latino,Corporation,Male Owned,Non-Veteran,3/25/2021,"Osteopathic Physicians, Acupuncture, Massage Therapy, ",4.5,15,39.6817941,-105.1051308,Health
282,7913107301,4/30/2020,ARCWEST ARCHITECTS,"1525 Raleigh St, Suite 320",80204,2/1/2022,Paid in Full,24,133907.0,New Business or 2 years or less,CO-01,11.0,,,Subchapter S Corporation,,,2/19/2021,"Architects, ",5.0,4,39.741229,-105.042027,Professional Services
283,6080248304,1/26/2021,VESPER LOUNGE,233 E 7th Ave,80203,,Exemption 4,60,133525.0,Existing or more than 2 years old,CO-01,12.0,,,Limited  Liability Company(LLC),,,4/1/2022,"American (Traditional), Cocktail Bars, Lounges, ",4.0,163,39.727429,-104.983912,Restaurants
284,9916917008,4/9/2020,VESPER LOUNGE,233 E. 7th Avenue,80203,4/20/2021,Paid in Full,60,103500.0,Existing or more than 2 years old,CO-01,12.0,,,Limited  Liability Company(LLC),,,3/25/2021,"American (Traditional), Cocktail Bars, Lounges, ",4.0,163,39.727429,-104.983912,Restaurants
285,1771628405,2/2/2021,GB FISH & CHIPS,935 E Florida Ave,80210,12/8/2021,Paid in Full,60,133121.0,Existing or more than 2 years old,CO-01,14.0,White,Not Hispanic or Latino,Corporation,Male Owned,Non-Veteran,11/15/2021,"British, Fish & Chips, Seafood, ",4.0,496,39.692626,-104.987854,Restaurants
286,3931108510,2/24/2021,BLACK SKY BREWERY,490 Santa Fe Dr,80204,11/10/2021,Paid in Full,60,132410.0,Existing or more than 2 years old,CO-01,16.0,,,Corporation,,,10/26/2021,"Breweries, Pizza, ",4.0,198,39.723938,-104.998298,Restaurants
287,6028317210,4/27/2020,BLACK SKY BREWERY,490 SANTA FE DR,80204,2/10/2021,Paid in Full,24,94579.0,Existing or more than 2 years old,CO-01,16.0,,,Corporation,,,1/26/2021,"Breweries, Pizza, ",4.0,198,39.723938,-104.998298,Restaurants
288,1000787108,4/9/2020,GREGORY G FARTHING DDS MSD,"7150 E. Hampden Ave, Suite 100",80224,4/21/2021,Paid in Full,24,132400.0,Existing or more than 2 years old,CO-01,12.0,,,Subchapter S Corporation,Male Owned,,3/18/2021,"Periodontists, ",3.5,9,39.65265,-104.906059,Health
289,6212408307,1/26/2021,LUCA,711 N Grant St,80203,,Exemption 4,60,132400.0,Existing or more than 2 years old,CO-01,16.0,,,Corporation,,,4/1/2022,"Italian, Wine Bars, ",4.0,291,39.72754,-104.98378,Restaurants
290,9474417002,4/9/2020,LUCA,711 Grant Street,80203,4/21/2021,Paid in Full,60,106200.0,Existing or more than 2 years old,CO-01,16.0,,,Corporation,,,3/25/2021,"Italian, Wine Bars, ",4.0,291,39.72754,-104.98378,Restaurants
291,3913408404,2/5/2021,LAWRENCEELL,225 Steele St,80206,2/16/2022,Paid in Full,60,131832.0,Existing or more than 2 years old,CO-01,8.0,,,Corporation,,,12/14/2021,"Women's Clothing, Accessories, Men's Clothing, ",5.0,2,39.72011948,-104.9501419,Fashion
292,1722267107,4/10/2020,LAWRENCEELL,225 Steele St.,80206,5/12/2021,Paid in Full,24,123800.0,Existing or more than 2 years old,CO-01,8.0,,,Corporation,Male Owned,Non-Veteran,4/26/2021,"Women's Clothing, Accessories, Men's Clothing, ",5.0,2,39.72011948,-104.9501419,Fashion
293,9153808410,2/16/2021,THE CRAWLING CRAB,781 S Federal Blvd,80219,,Exemption 4,60,131301.0,Existing or more than 2 years old,CO-01,10.0,,,Limited  Liability Company(LLC),,,,"Seafood, ",4.0,393,39.70244917,-105.025353,Restaurants
294,7560987409,5/16/2020,THE CRAWLING CRAB,781 S FEDERAL BLVD,80219,3/23/2022,Paid in Full,24,97951.0,Existing or more than 2 years old,CO-01,10.0,,,Limited  Liability Company(LLC),,,11/17/2021,"Seafood, ",4.0,393,39.70244917,-105.025353,Restaurants
295,4174958209,8/5/2020,ELO PIRATA,3325 West Alameda Avenue,80219,8/17/2021,Paid in Full,60,130000.0,Existing or more than 2 years old,CO-01,26.0,,,Limited  Liability Company(LLC),,,8/3/2021,"Mexican, Seafood, Sushi Bars, ",2.5,7,39.795043,-104.9041645,Restaurants
296,2621927110,4/11/2020,INTEGRITY PRINT GROUP,800 S. Jason St,80223,7/21/2021,Paid in Full,24,129460.0,,CO-01,17.0,,,Limited  Liability Company(LLC),,,7/2/2021,"Marketing, Graphic Design, Printing Services, ",5.0,16,39.701958,-104.998366,Professional Services
297,2643768608,3/15/2021,INTEGRITY PRINT GROUP,800 S Jason St,80223,,Exemption 4,60,86257.0,Existing or more than 2 years old,CO-01,12.0,,,Limited  Liability Company(LLC),,,10/19/2021,"Marketing, Graphic Design, Printing Services, ",5.0,16,39.701958,-104.998366,Professional Services
298,2986267301,4/29/2020,RANGE,600 GRANT ST Ste 650,80203,2/17/2021,Paid in Full,24,129200.0,Existing or more than 2 years old,CO-01,5.0,,,Corporation,Male Owned,,1/7/2021,"American (New), Wine Bars, Cocktail Bars, ",4.0,313,39.747402,-104.993285,Restaurants
299,4231267106,4/13/2020,PRINCE INSURANCE GROUP,"106 S. University Blvd. Unit 3,",80033,3/17/2021,Paid in Full,24,182000.0,Existing or more than 2 years old,CO-07,11.0,,,Sole Proprietorship,Male Owned,,1/25/2021,"Insurance, ",5.0,2,39.77582,-105.08077,Financial Services
300,5280807310,4/30/2020,ROCKY MOUNTAIN HEALTH CENTERS SOUTH,3540 S POPLAR ST STE 200,80237,6/12/2021,Paid in Full,24,128700.0,New Business or 2 years or less,CO-01,10.0,,,Corporation,,,5/6/2021,"Internal Medicine, Family Practice, ",4.5,4,39.65223,-104.90406,Health
301,3311698402,2/4/2021,THE BRONZE EMPIRE,1840 S Federal Blvd,80219,,Exemption 4,60,128450.0,Existing or more than 2 years old,CO-01,6.0,Asian,Not Hispanic or Latino,Limited  Liability Company(LLC),Male Owned,Non-Veteran,3/16/2022,"Hot Pot, Szechuan, ",4.0,311,39.68780655,-104.9423805,Restaurants
302,1790087702,5/1/2020,THE BRONZE EMPIRE,1591 S COLORADO BLVD,80222,2/18/2021,Paid in Full,24,91747.0,Existing or more than 2 years old,CO-01,150.0,Asian,Not Hispanic or Latino,Limited  Liability Company(LLC),Male Owned,Non-Veteran,1/27/2021,"Hot Pot, Szechuan, ",4.0,311,39.68780655,-104.9423805,Restaurants
